Week,Year,GID,First Name,Last Name,Pos,Team,h/a,Oppt,DK points,DK salary
2,2017,7027,,San Francisco,Def,sfo,a,sea,7,2300
2,2017,7031,,Washington,Def,was,a,lar,7,2900
2,2017,7013,,Indianapolis,Def,ind,h,ari,7,2300
2,2017,7008,,Cleveland,Def,cle,a,bal,6,2400
2,2017,7020,,New York G,Def,nyg,h,det,5,3400
2,2017,7023,,Philadelphia,Def,phi,a,kan,4,2900
2,2017,7006,,Chicago,Def,chi,a,tam,4,2200
2,2017,7026,,LA Chargers,Def,lac,h,mia,3,2800
2,2017,7009,,Dallas,Def,dal,a,den,2,2600
2,2017,7012,,Green Bay,Def,gnb,a,atl,2,2300
2,2017,7016,,Miami,Def,mia,a,lac,2,2600
2,2017,7025,,LA Rams,Def,lar,h,was,2,3000
2,2017,7017,,Minnesota,Def,min,a,pit,2,2700
2,2017,7018,,New England,Def,nwe,a,nor,2,2500
2,2017,7014,,Jacksonville,Def,jac,h,ten,-1,3100
2,2017,7019,,New Orleans,Def,nor,h,nwe,-2,2100
2,2017,7021,,New York J,Def,nyj,a,oak,-4,2000
3,2017,1131, Tom,Brady,QB,nwe,h,hou,39.72,7700
3,2017,1412, Russell,Wilson,QB,sea,a,ten,36.52,6300
3,2017,1435, Case,Keenum,QB,min,h,tam,31.56,4500
3,2017,1336, Brian,Hoyer,QB,sfo,h,lar,30.18,4800
3,2017,1415, Kirk,Cousins,QB,was,h,oak,29.8,6100
3,2017,1252, Aaron,Rodgers,QB,gnb,h,cin,28.82,7300
3,2017,1496, Jacoby,Brissett,QB,ind,h,cle,27.76,4800
3,2017,1225, Eli,Manning,QB,nyg,a,phi,27.64,5300
3,2017,1442, Blake,Bortles,QB,jac,h,bal,27.56,4400
3,2017,1518, Deshaun,Watson,QB,hou,a,nwe,25.14,4700
3,2017,1517, DeShone,Kizer,QB,cle,a,ind,25.08,5000
3,2017,1207, Carson,Palmer,QB,ari,h,dal,24.7,6000
3,2017,1490, Jared,Goff,QB,lar,a,sfo,23.58,5200
3,2017,1501, Dak,Prescott,QB,dal,a,ari,22.92,5800
3,2017,1465, Jameis,Winston,QB,tam,a,min,21.52,6000
3,2017,1151, Drew,Brees,QB,nor,a,car,20.8,7200
3,2017,1466, Marcus,Mariota,QB,ten,h,sea,19.7,6000
3,2017,1400, Tyrod,Taylor,QB,buf,h,den,17.82,4900
3,2017,1301, Matt,Ryan,QB,atl,a,det,16.66,7100
3,2017,1340, Matthew,Stafford,QB,det,h,atl,16.46,6200
3,2017,1403, Andy,Dalton,QB,cin,a,gnb,16.28,5100
3,2017,1254, Alex,Smith,QB,kan,a,lac,15.1,5900
3,2017,1175, Josh,McCown,QB,nyj,h,mia,14.66,4500
3,2017,1514, Carson,Wentz,QB,phi,h,nyg,13.24,5900
3,2017,1232, Ben,Roethlisberger,QB,pit,a,chi,13,6200
3,2017,1263, Jay,Cutler,QB,mia,a,nyj,12.7,6100
3,2017,1378, Cam,Newton,QB,car,h,nor,11.28,6600
3,2017,1488, Trevor,Siemian,QB,den,a,buf,9.56,5500
3,2017,1420, Mike,Glennon,QB,chi,h,pit,7.44,4700
3,2017,1441, Derek,Carr,QB,oak,a,was,7.22,6800
3,2017,1231, Philip,Rivers,QB,lac,h,kan,6.48,6400
3,2017,1401, Ryan,Mallett,QB,bal,a,jac,5.44,4000
3,2017,1239, Derek,Anderson,QB,car,h,nor,0.68,5400
3,2017,5071, Joe,Webb,QB,buf,h,den,0,4000
3,2017,1309, Chad,Henne,QB,jac,h,bal,-0.3,4300
3,2017,1302, Joe,Flacco,QB,bal,a,jac,-0.88,5300
3,2017,2992, Todd,Gurley,RB,lar,a,sfo,40.9,6800
3,2017,5447, Jordan,Howard,RB,chi,h,pit,35.4,4900
3,2017,2915, Chris,Thompson,RB,was,h,oak,33.8,4500
3,2017,5560, Kareem,Hunt,RB,kan,a,lac,28.3,8000
3,2017,5559, Dalvin,Cook,RB,min,h,tam,27.9,5900
3,2017,2930, Devonta,Freeman,RB,atl,a,det,25.8,6700
3,2017,2933, Carlos,Hyde,RB,sfo,h,lar,24.4,5200
3,2017,5536, Christian,McCaffrey,RB,car,h,nor,23.7,6100
3,2017,2997, Duke,Johnson,RB,cle,a,ind,22.4,4200
3,2017,2831, DeMarco,Murray,RB,ten,h,sea,22,5500
3,2017,2888, Le'Veon,Bell,RB,pit,a,chi,21.8,8800
3,2017,5444, Ezekiel,Elliott,RB,dal,a,ari,18.4,8300
3,2017,5534, Leonard,Fournette,RB,jac,h,bal,17,6000
3,2017,5564, Tarik,Cohen,RB,chi,h,pit,14.2,5600
3,2017,2991, Melvin,Gordon,RB,lac,h,kan,13.9,7600
3,2017,2707, LeSean,McCoy,RB,buf,h,den,13.9,7000
3,2017,5565, Chris,Carson,RB,sea,a,ten,13.2,4900
3,2017,5562, Alvin,Kamara,RB,nor,a,car,13.2,4000
3,2017,2892, Andre,Ellington,RB,ari,h,dal,13.1,3800
3,2017,5535, Joe,Mixon,RB,cin,a,gnb,13.1,4500
3,2017,5392, Ty,Montgomery,RB,gnb,h,cin,13,6900
3,2017,2721, LeGarrette,Blount,RB,phi,h,nyg,12.7,3900
3,2017,2467, Frank,Gore,RB,ind,h,cle,12.7,4200
3,2017,2629, Jamaal,Charles,RB,den,a,buf,12.7,4200
3,2017,2994, Tevin,Coleman,RB,atl,a,det,11.9,5300
3,2017,2889, Giovani,Bernard,RB,cin,a,gnb,11.9,3800
3,2017,2995, Ameer,Abdullah,RB,det,h,atl,11.6,4700
3,2017,5539, D'Onta,Foreman,RB,hou,a,nwe,11,4000
3,2017,2793, Mark,Ingram,RB,nor,a,car,10.6,4500
3,2017,5448, C.J.,Prosise,RB,sea,a,ten,10.4,3700
3,2017,5405, Corey,Grant,RB,jac,h,bal,10.3,3000
3,2017,2819, Bilal,Powell,RB,nyj,h,mia,9.7,4200
3,2017,5473, Wendell,Smallwood,RB,phi,h,nyg,9,3800
3,2017,5450, Alex,Collins,RB,bal,a,jac,8.2,3500
3,2017,5583, Corey,Clement,RB,phi,h,nyg,8.2,3000
3,2017,2907, Theo,Riddick,RB,det,h,atl,7.8,5100
3,2017,5370, Javorius,Allen,RB,bal,a,jac,7.8,5000
3,2017,2969, Isaiah,Crowell,RB,cle,a,ind,7.4,4800
3,2017,5449, DeAndre,Washington,RB,oak,a,was,7.4,4000
3,2017,2982, Branden,Oliver,RB,lac,h,kan,7.4,4000
3,2017,5445, Derrick,Henry,RB,ten,h,sea,7.4,5300
3,2017,2859, Lamar,Miller,RB,hou,a,nwe,7.3,5000
3,2017,2612, Jonathan,Stewart,RB,car,h,nor,7.1,4700
3,2017,2924, C.J.,Anderson,RB,den,a,buf,6.3,5800
3,2017,2741, Chris,Ivory,RB,jac,h,bal,6.2,3800
3,2017,5567, Matt,Breida,RB,sfo,h,lar,5.9,3800
3,2017,2553, Adrian,Peterson,RB,nor,a,car,5.7,3900
3,2017,5538, Samaje,Perine,RB,was,h,oak,5.5,4500
3,2017,2911, Benny,Cunningham,RB,chi,h,pit,5.3,3000
3,2017,5472, Paul,Perkins,RB,nyg,a,phi,5,3800
3,2017,2816, Dion,Lewis,RB,nwe,h,hou,4.7,3400
3,2017,2998, Jay,Ajayi,RB,mia,a,nyj,4.5,7700
3,2017,2908, Kyle,Juszczyk,RB,sfo,h,lar,4.4,3000
3,2017,2830, Shane,Vereen,RB,nyg,a,phi,4.3,4000
3,2017,2976, Orleans,Darkwa,RB,nyg,a,phi,4.3,3400
3,2017,2647, Mike,Tolbert,RB,buf,h,den,4.1,3800
3,2017,2928, Jeremy,Hill,RB,cin,a,gnb,3.9,3700
3,2017,2954, James,White,RB,nwe,h,hou,3.8,5400
3,2017,2552, Marshawn,Lynch,RB,oak,a,was,3.6,6000
3,2017,2987, Charcandrick,West,RB,kan,a,lac,3.3,4000
3,2017,2645, Chris,Johnson,RB,ari,h,dal,3.1,4200
3,2017,2894, Mike,Gillislee,RB,nwe,h,hou,3.1,5700
3,2017,2867, Robert,Turbin,RB,ind,h,cle,3,3700
3,2017,5526, Mack,Brown,RB,was,h,oak,2.7,3000
3,2017,2613, Matt,Forte,RB,nyj,h,mia,2.5,4300
3,2017,2935, Jerick,McKinnon,RB,min,h,tam,2.4,4000
3,2017,5544, Elijah,McGuire,RB,nyj,h,mia,2.4,3500
3,2017,2931, Charles,Sims,RB,tam,a,min,2.3,3900
3,2017,5581, C.J.,Ham,RB,min,h,tam,2.2,3000
3,2017,2957, Damien,Williams,RB,mia,a,nyj,2.1,3800
3,2017,2822, Anthony,Sherman,RB,kan,a,lac,2.1,3000
3,2017,2910, Tommy,Bohanon,RB,jac,h,bal,1.8,3000
3,2017,5490, Jalen,Richard,RB,oak,a,was,1.8,4100
3,2017,5470, Tyler,Ervin,RB,hou,a,nwe,1.8,3000
3,2017,2929, Terrance,West,RB,bal,a,jac,1.6,4900
3,2017,5575, Austin,Ekeler,RB,lac,h,kan,1.6,3000
3,2017,2818, Jacquizz,Rodgers,RB,tam,a,min,1.5,4600
3,2017,5446, Kenyan,Drake,RB,mia,a,nyj,1.2,4000
3,2017,2916, Fozzy,Whittaker,RB,car,h,nor,1.2,3000
3,2017,2484, Darren,Sproles,RB,phi,h,nyg,1.1,3900
3,2017,5541, Jamaal,Williams,RB,gnb,h,cin,0.6,4400
3,2017,2899, Latavius,Murray,RB,min,h,tam,0.5,3200
3,2017,5397, Zach,Zenner,RB,det,h,atl,0.5,3300
3,2017,5374, Terrell,Watson,RB,pit,a,chi,0.3,3000
3,2017,3552, Matt,Jones,RB,ind,h,cle,0.3,0
3,2017,2918, Kerwynn,Williams,RB,ari,h,dal,0.3,4000
3,2017,5482, Andy,Janovich,RB,den,a,buf,0.2,3000
3,2017,5414, Raheem,Mostert,RB,sfo,h,lar,0.1,3000
3,2017,5561, De'Angelo,Henderson,RB,den,a,buf,0.1,3600
3,2017,5543, Aaron,Jones,RB,gnb,h,cin,0,3700
3,2017,2825, James,Develin,RB,nwe,h,hou,0,3000
3,2017,5415, Michael,Burton,RB,chi,h,pit,0,3000
3,2017,2840, Jordan,Todman,RB,hou,a,nwe,0,3000
3,2017,5507, Peyton,Barber,RB,tam,a,min,0,3000
3,2017,5566, Matthew,Dayes,RB,cle,a,ind,0,3000
3,2017,5573, Trey,Edmunds,RB,nor,a,car,0,3000
3,2017,2974, Senorise,Perry,RB,mia,a,nyj,0,3000
3,2017,2874, Brandon,Bolden,RB,nwe,h,hou,0,3000
3,2017,5504, Derek,Watt,RB,lac,h,kan,0,3000
3,2017,5492, Keith,Smith,RB,dal,a,ari,0,3000
3,2017,5403, Roosevelt,Nix,RB,pit,a,chi,0,3000
3,2017,5431, Akeem,Hunt,RB,kan,a,lac,0,3000
3,2017,5568, Justin,Davis,RB,lar,a,sfo,0,3000
3,2017,5546, Devante,Mays,RB,gnb,h,cin,0,3500
3,2017,5402, Thomas,Rawls,RB,sea,a,ten,0,4000
3,2017,2820, Taiwan,Jones,RB,buf,h,den,0,3000
3,2017,5537, James,Conner,RB,pit,a,chi,0,4500
3,2017,3191, Rod,Smith,RB,dal,a,ari,0,3300
3,2017,2805, Patrick,DiMarco,RB,buf,h,den,0,3000
3,2017,2909, Derrick,Coleman,RB,atl,a,det,0,3000
3,2017,5413, Jalston,Fowler,RB,ten,h,sea,0,3000
3,2017,5406, Aaron,Ripkowski,RB,gnb,h,cin,0,3000
3,2017,2959, David,Fluellen,RB,ten,h,sea,0,3000
3,2017,2913, Jamize,Olawale,RB,oak,a,was,0,3000
3,2017,2980, Jay,Prosch,RB,hou,a,nwe,0,3000
3,2017,5517, Dan,Vitale,RB,cle,a,ind,0,3000
3,2017,5424, Stefon,Diggs,WR,min,h,tam,40.3,6500
3,2017,3501, Larry,Fitzgerald,WR,ari,h,dal,36.9,6400
3,2017,5255, Brandin,Cooks,WR,nwe,h,hou,35.1,7300
3,2017,5252, Sammy,Watkins,WR,lar,a,sfo,31.6,5500
3,2017,5151, T.Y.,Hilton,WR,ind,h,cle,31.3,5200
3,2017,5091, A.J.,Green,WR,cin,a,gnb,30.1,8100
3,2017,3474, Antonio,Brown,WR,pit,a,chi,30,9000
3,2017,5136, Doug,Baldwin,WR,sea,a,ten,29.5,6400
3,2017,5456, Sterling,Shepard,WR,nyg,a,phi,29.3,4700
3,2017,5323, Odell,Beckham Jr.,WR,nyg,a,phi,28.9,8600
3,2017,3754, Pierre,Garcon,WR,sfo,h,lar,24.2,5300
3,2017,3751, Jordy,Nelson,WR,gnb,h,cin,23.2,7800
3,2017,5167, Chris,Hogan,WR,nwe,h,hou,22.8,6100
3,2017,5459, Michael,Thomas,WR,nor,a,car,21.7,7000
3,2017,5380, DeVante,Parker,WR,mia,a,nyj,21.6,6300
3,2017,5511, Geronimo,Allison,WR,gnb,h,cin,21.2,3000
3,2017,5182, Rishard,Matthews,WR,ten,h,sea,20.7,4200
3,2017,5485, Tyreek,Hill,WR,kan,a,lac,20,6600
3,2017,5217, Robert,Woods,WR,lar,a,sfo,19.8,3300
3,2017,5173, Travis,Benjamin,WR,lac,h,kan,19.4,3500
3,2017,5361, Taylor,Gabriel,WR,atl,a,det,18.9,4000
3,2017,3995, Golden,Tate,WR,det,h,atl,18.8,6900
3,2017,5502, Robby,Anderson,WR,nyj,h,mia,18.5,3400
3,2017,3770, DeSean,Jackson,WR,tam,a,min,18.4,4600
3,2017,5219, Brice,Butler,WR,dal,a,ari,17,3000
3,2017,5089, Julio,Jones,WR,atl,a,det,16.1,9300
3,2017,3997, Demaryius,Thomas,WR,den,a,buf,15.8,5900
3,2017,5265, Bruce,Ellington,WR,hou,a,nwe,15.8,3300
3,2017,5333, Adam,Thielen,WR,min,h,tam,14.8,5700
3,2017,5206, DeAndre,Hopkins,WR,hou,a,nwe,14.6,6200
3,2017,3627, Brandon,Marshall,WR,nyg,a,phi,14.6,5000
3,2017,3983, Emmanuel,Sanders,WR,den,a,buf,14.5,5800
3,2017,3824, Kenny,Britt,WR,cle,a,ind,14.4,4100
3,2017,3670, Ted,Ginn Jr.,WR,nor,a,car,13.9,4100
3,2017,5253, Mike,Evans,WR,tam,a,min,13.7,7500
3,2017,5412, Adam,Humphries,WR,tam,a,min,12.8,3100
3,2017,5159, Mohamed,Sanu,WR,atl,a,det,12.8,4500
3,2017,5571, Trent,Taylor,WR,sfo,h,lar,12.2,3000
3,2017,5460, Josh,Doctson,WR,was,h,oak,12.2,3500
3,2017,5198, Keenan,Allen,WR,lac,h,kan,11.1,7200
3,2017,5341, Allen,Hurns,WR,jac,h,bal,11,4600
3,2017,5260, Paul,Richardson,WR,sea,a,ten,11,4100
3,2017,5335, Jarvis,Landry,WR,mia,a,nyj,10.8,6800
3,2017,5229, Jaron,Brown,WR,ari,h,dal,10.7,3700
3,2017,5256, Marqise,Lee,WR,jac,h,bal,10.5,4400
3,2017,5339, Albert,Wilson,WR,kan,a,lac,10.4,3100
3,2017,5410, Jamison,Crowder,WR,was,h,oak,10.2,4900
3,2017,5381, Devin,Funchess,WR,car,h,nor,9.8,4200
3,2017,5153, Alshon,Jeffery,WR,phi,h,nyg,9.6,5900
3,2017,5353, Bennie,Fowler,WR,den,a,buf,9.5,3000
3,2017,5458, T.J.,Jones,WR,det,h,atl,9.3,
3,2017,5111, Jeremy,Kerley,WR,nyj,h,mia,9.2,3600
3,2017,3891, Dez,Bryant,WR,dal,a,ari,9.2,6800
3,2017,5254, Jordan,Matthews,WR,buf,h,den,9.1,3500
3,2017,5212, Kenny,Stills,WR,mia,a,nyj,9.1,4400
3,2017,5263, Davante,Adams,WR,gnb,h,cin,9,5600
3,2017,5188, Jarius,Wright,WR,min,h,tam,8.9,3000
3,2017,3902, Eric,Decker,WR,ten,h,sea,8.9,4000
3,2017,5177, Andre,Holmes,WR,buf,h,den,8.6,3000
3,2017,5205, Marquise,Goodwin,WR,sfo,h,lar,8.2,3500
3,2017,5326, Brandon,Coleman,WR,nor,a,car,8.1,3900
3,2017,3851, Danny,Amendola,WR,nwe,h,hou,7.8,5400
3,2017,5216, Terrance,Williams,WR,dal,a,ari,7.7,3600
3,2017,5579, Chris,Godwin,WR,tam,a,min,7.4,3000
3,2017,5186, Jermaine,Kearse,WR,nyj,h,mia,7.2,4600
3,2017,5113, Torrey,Smith,WR,phi,h,nyg,6.9,3600
3,2017,5344, Donte,Moncrief,WR,ind,h,cle,6.4,3800
3,2017,2580, Ryan,Grant,WR,was,h,oak,6.1,3500
3,2017,5553, JuJu,Smith-Schuster,WR,pit,a,chi,5.9,3000
3,2017,5556, Curtis,Samuel,WR,car,h,nor,5.6,3200
3,2017,5168, Marvin,Jones,WR,det,h,atl,5.4,4200
3,2017,5496, Tommylee,Lewis,WR,nor,a,car,5.3,3100
3,2017,5408, Seth,Roberts,WR,oak,a,was,5,3400
3,2017,5386, Tyler,Lockett,WR,sea,a,ten,5,4300
3,2017,5367, Martavis,Bryant,WR,pit,a,chi,5,5700
3,2017,5554, Kenny,Golladay,WR,det,h,atl,4.5,4600
3,2017,5134, Aldrick,Robinson,WR,sfo,h,lar,4.3,3000
3,2017,5378, Nelson,Agholor,WR,phi,h,nyg,4,4200
3,2017,1407, Terrelle,Pryor,WR,was,h,oak,3.9,5900
3,2017,5430, Kaelin,Clay,WR,buf,h,den,3.8,3000
3,2017,5552, Cooper,Kupp,WR,lar,a,sfo,3.7,4700
3,2017,5584, Jordan,Leslie,WR,cle,a,ind,3.6,0
3,2017,5432, Tyrell,Williams,WR,lac,h,kan,3.5,4600
3,2017,5555, Taywan,Taylor,WR,ten,h,sea,3.5,3600
3,2017,5551, ArDarius,Stewart,WR,nyj,h,mia,3.4,3100
3,2017,5429, Quan,Bray,WR,ind,h,cle,3.2,3000
3,2017,5239, Brittan,Golden,WR,ari,h,dal,3.1,3000
3,2017,5475, Rashard,Higgins,WR,cle,a,ind,3,4000
3,2017,5515, Demarcus,Robinson,WR,kan,a,lac,2.9,3000
3,2017,5257, Kelvin,Benjamin,WR,car,h,nor,2.8,6700
3,2017,5476, Braxton,Miller,WR,hou,a,nwe,2.5,3100
3,2017,2958, De'Anthony,Thomas,WR,kan,a,lac,2.4,3000
3,2017,5585, Noah,Brown,WR,dal,a,ari,2.3,3000
3,2017,5570, Keelan,Cole,WR,jac,h,bal,2.3,3000
3,2017,5208, Cordarrelle,Patterson,WR,oak,a,was,2.2,3000
3,2017,3978, Andre,Roberts,WR,atl,a,det,2.2,3000
3,2017,5486, Jakeem,Grant,WR,mia,a,nyj,2.2,3000
3,2017,5455, Tyler,Boyd,WR,cin,a,gnb,2.1,3300
3,2017,5481, Ricardo,Louis,WR,cle,a,ind,2,3000
3,2017,5442, Kasen,Williams,WR,cle,a,ind,2,3000
3,2017,5277, Michael,Campanaro,WR,bal,a,jac,2,3100
3,2017,3809, Mike,Wallace,WR,bal,a,jac,2,3700
3,2017,5160, Deonte,Thompson,WR,chi,h,pit,1.9,3500
3,2017,5275, Kamar,Aiken,WR,ind,h,cle,1.9,3300
3,2017,5283, Bernard,Reedy,WR,tam,a,min,1.9,3000
3,2017,3830, Jeremy,Maclin,WR,bal,a,jac,1.8,5200
3,2017,5368, Chris,Matthews,WR,bal,a,jac,1.8,3000
3,2017,5580, Chad,Williams,WR,ari,h,dal,1.8,3000
3,2017,3872, Michael,Crabtree,WR,oak,a,was,1.7,7400
3,2017,5376, Amari,Cooper,WR,oak,a,was,1.6,7100
3,2017,5508, Roger,Lewis,WR,nyg,a,phi,1.6,3300
3,2017,3946, Brandon,LaFell,WR,cin,a,gnb,1.5,3700
3,2017,5163, Cole,Beasley,WR,dal,a,ari,1.4,4700
3,2017,5453, Laquon,Treadwell,WR,min,h,tam,1.2,3300
3,2017,5097, Dontrelle,Inman,WR,lac,h,kan,1.2,3400
3,2017,5462, Pharoh,Cooper,WR,lar,a,sfo,0.4,3000
3,2017,5574, Isaiah,McKenzie,WR,den,a,buf,0.4,3000
3,2017,5199, Tavon,Austin,WR,lar,a,sfo,0.4,3400
3,2017,5569, Ryan,Switzer,WR,dal,a,ari,0.3,3000
3,2017,5578, Mack,Hollins,WR,phi,h,nyg,0,3000
3,2017,5557, Zay,Jones,WR,buf,h,den,0,3100
3,2017,3848, Darrius,Heyward-Bey,WR,pit,a,chi,0,3000
3,2017,5384, Phillip,Dorsett,WR,nwe,h,hou,0,4000
3,2017,5479, Chris,Moore,WR,bal,a,jac,0,3000
3,2017,5480, Alex,Erickson,WR,cin,a,gnb,0,3100
3,2017,5531, Damiere,Byrd,WR,car,h,nor,0,3000
3,2017,5350, Jared,Abbrederis,WR,det,h,atl,0,3000
3,2017,3732, Eric,Weems,WR,ten,h,sea,0,3000
3,2017,5409, J.J.,Nelson,WR,ari,h,dal,0,5300
3,2017,5215, Markus,Wheaton,WR,chi,h,pit,0,3500
3,2017,5411, Vince,Mayle,WR,bal,a,jac,0,3000
3,2017,3885, Arrelious,Benn,WR,jac,h,bal,0,3000
3,2017,5385, Chris,Conley,WR,kan,a,lac,0,3200
3,2017,3860, Brandon,Tate,WR,buf,h,den,0,3000
3,2017,5268, Cody,Latimer,WR,den,a,buf,0,3000
3,2017,5506, Charone,Peake,WR,nyj,h,mia,0,3000
3,2017,5351, Jeff,Janis,WR,gnb,h,cin,0,3300
3,2017,5162, Kendall,Wright,WR,chi,h,pit,0,4300
3,2017,5572, Amara,Darboh,WR,sea,a,ten,0,3000
3,2017,5576, Victor,Bolden,WR,sfo,h,lar,0,3000
3,2017,5379, Breshad,Perriman,WR,bal,a,jac,0,3000
3,2017,5491, Johnny,Holton,WR,oak,a,was,0,3000
3,2017,5582, Josh,Reynolds,WR,lar,a,sfo,0,3000
3,2017,5518, Cody,Core,WR,cin,a,gnb,0,3000
3,2017,5474, Leonte,Carroo,WR,mia,a,nyj,0,3000
3,2017,5191, Josh,Bellamy,WR,chi,h,pit,0,3300
3,2017,5387, Justin,Hardy,WR,atl,a,det,0,3000
3,2017,5498, Trevor,Davis,WR,gnb,h,cin,0,3000
3,2017,5223, Russell,Shepard,WR,car,h,nor,0,3500
3,2017,5130, Dwayne,Harris,WR,nyg,a,phi,0,3000
3,2017,5505, Tanner,McEvoy,WR,sea,a,ten,0,3000
3,2017,5478, Eli,Rogers,WR,pit,a,chi,-1,3600
3,2017,4324, Marcedes,Lewis,TE,jac,h,bal,28.2,2500
3,2017,4494, Rob,Gronkowski,TE,nwe,h,hou,22.9,6800
3,2017,4569, Zach,Ertz,TE,phi,h,nyg,18.5,5000
3,2017,4592, Ryan,Griffin,TE,hou,a,nwe,17.1,3000
3,2017,4323, Vernon,Davis,TE,was,h,oak,16.8,3000
3,2017,4543, Charles,Clay,TE,buf,h,den,15.9,3400
3,2017,4578, Luke,Willson,TE,sea,a,ten,14.3,2600
3,2017,4437, Jared,Cook,TE,oak,a,was,14.3,3100
3,2017,4492, Jimmy,Graham,TE,sea,a,ten,14.2,4600
3,2017,4648, Cameron,Brate,TE,tam,a,min,13.3,3000
3,2017,4538, Lance,Kendricks,TE,gnb,h,cin,13.2,2500
3,2017,4292, Ben,Watson,TE,bal,a,jac,10.2,3700
3,2017,4493, Jermaine,Gresham,TE,ari,h,dal,9.7,2700
3,2017,4701, Evan,Engram,TE,nyg,a,phi,9.5,3200
3,2017,4706, Jonnu,Smith,TE,ten,h,sea,9.4,2600
3,2017,4702, David,Njoku,TE,cle,a,ind,9.2,2800
3,2017,4602, Austin,Seferian-Jenkins,TE,nyj,h,mia,8.1,3000
3,2017,4709, Adam,Shaheen,TE,chi,h,pit,7.2,2500
3,2017,4564, Garrett,Celek,TE,sfo,h,lar,7.1,2500
3,2017,4360, Delanie,Walker,TE,ten,h,sea,7.1,4400
3,2017,4652, Tyler,Kroft,TE,cin,a,gnb,5.8,2500
3,2017,4270, Antonio,Gates,TE,lac,h,kan,5,3000
3,2017,4690, Seth,DeValve,TE,cle,a,ind,4.9,2600
3,2017,4542, Virgil,Green,TE,den,a,buf,4.8,2700
3,2017,4534, Julius,Thomas,TE,mia,a,nyj,4.6,3000
3,2017,4407, Martellus,Bennett,TE,gnb,h,cin,4.2,4000
3,2017,4661, Nick,O'Leary,TE,buf,h,den,4.1,2500
3,2017,4653, Jesse,James,TE,pit,a,chi,3.9,3300
3,2017,4660, Nick,Boyle,TE,bal,a,jac,3.4,2500
3,2017,4552, Coby,Fleener,TE,nor,a,car,3.1,4100
3,2017,4601, Eric,Ebron,TE,det,h,atl,2.9,3300
3,2017,4707, Jacob,Hollister,TE,nwe,h,hou,2.9,2500
3,2017,4618, Trey,Burton,TE,phi,h,nyg,2.7,2500
3,2017,4461, Zach,Miller,TE,chi,h,pit,2.7,3000
3,2017,4599, Derek,Carrier,TE,lar,a,sfo,2.7,2500
3,2017,4594, Jack,Doyle,TE,ind,h,cle,2.6,3600
3,2017,4679, Stephen,Anderson,TE,hou,a,nwe,2.4,2900
3,2017,4664, James,O'Shaughnessy,TE,jac,h,bal,2.2,2500
3,2017,4700, O.J.,Howard,TE,tam,a,min,2.2,2700
3,2017,4605, Troy,Niklas,TE,ari,h,dal,2,2500
3,2017,4677, Austin,Hooper,TE,atl,a,det,1.9,3800
3,2017,4609, Darren,Fells,TE,det,h,atl,1.8,2500
3,2017,4703, George,Kittle,TE,sfo,h,lar,1.8,2500
3,2017,4482, Ed,Dickson,TE,car,h,nor,1.8,2700
3,2017,4590, Brandon,Williams,TE,ind,h,cle,1.7,2500
3,2017,4708, Darrell,Daniels,TE,ind,h,cle,1.6,2500
3,2017,4692, A.J.,Derby,TE,den,a,buf,1.5,2500
3,2017,4682, Alan,Cross,TE,tam,a,min,1.5,2500
3,2017,4680, Tyler,Higbee,TE,lar,a,sfo,1.4,2500
3,2017,4537, Kyle,Rudolph,TE,min,h,tam,1.4,4200
3,2017,4685, Randall,Telfer,TE,cle,a,ind,1.4,2500
3,2017,4637, Phillip,Supernaw,TE,ten,h,sea,1.3,2500
3,2017,4586, Josh,Hill,TE,nor,a,car,1.3,2500
3,2017,4262, Jason,Witten,TE,dal,a,ari,1.3,4500
3,2017,4582, Travis,Kelce,TE,kan,a,lac,1.1,6000
3,2017,4651, Clive,Walford,TE,oak,a,was,0.9,2500
3,2017,5110, Niles,Paul,TE,was,h,oak,0.7,2500
3,2017,4391, Clark,Harris,TE,cin,a,gnb,0,2500
3,2017,4705, Gerald,Everett,TE,lar,a,sfo,0,2500
3,2017,4629, Richard,Rodgers,TE,gnb,h,cin,0,2700
3,2017,4576, Dion,Sims,TE,chi,h,pit,0,2500
3,2017,4513, Logan,Paulsen,TE,sfo,h,lar,0,2500
3,2017,4588, Sean,McGrath,TE,lac,h,kan,0,2500
3,2017,4662, Ifeanyi,Momah,TE,ari,h,dal,0,2500
3,2017,4697, Chris,Manhertz,TE,car,h,nor,0,2500
3,2017,4554, Rhett,Ellison,TE,nyg,a,phi,0,2500
3,2017,4684, Neal,Sterling,TE,nyj,h,mia,0,2500
3,2017,1463, Logan,Thomas,TE,buf,h,den,0,2500
3,2017,4681, Ross,Travis,TE,kan,a,lac,0,2500
3,2017,4675, Hunter,Henry,TE,lac,h,kan,0,3900
3,2017,4668, Geoff,Swaim,TE,dal,a,ari,0,2500
3,2017,4642, Demetrius,Harris,TE,kan,a,lac,0,2600
3,2017,4656, C.J.,Uzomah,TE,cin,a,gnb,0,2500
3,2017,4604, Xavier,Grimble,TE,pit,a,chi,0,2500
3,2017,4676, Jeff,Heuerman,TE,den,a,buf,0,2500
3,2017,4670, Will,Tye,TE,nyj,h,mia,0,2600
3,2017,4686, Jerell,Adams,TE,nyg,a,phi,0,2500
3,2017,4535, Lee,Smith,TE,oak,a,was,0,2500
3,2017,4327, Anthony,Fasano,TE,mia,a,nyj,0,2500
3,2017,4689, Ben,Koyack,TE,jac,h,bal,0,2500
