Week,Year,GID,First Name,Last Name,Pos,Team,h/a,Oppt,DK points,DK salary
2,2017,1514, Carson,Wentz,QB,phi,a,kan,28.82,5900
2,2017,1151, Drew,Brees,QB,nor,h,nwe,25.24,7700
2,2017,1488, Trevor,Siemian,QB,den,h,dal,24.64,4900
2,2017,1252, Aaron,Rodgers,QB,gnb,a,atl,23.52,7400
2,2017,1441, Derek,Carr,QB,oak,h,nyj,21.2,7200
2,2017,1231, Philip,Rivers,QB,lac,h,mia,20.24,5800
2,2017,1207, Carson,Palmer,QB,ari,a,ind,19.88,6000
2,2017,1501, Dak,Prescott,QB,dal,a,den,17.92,5600
2,2017,1518, Deshaun,Watson,QB,hou,a,cin,17.7,4400
2,2017,1232, Ben,Roethlisberger,QB,pit,h,min,17.52,6700
2,2017,1175, Josh,McCown,QB,nyj,a,oak,16.74,4500
2,2017,1254, Alex,Smith,QB,kan,h,phi,16.14,5700
2,2017,1420, Mike,Glennon,QB,chi,a,tam,16.04,4600
2,2017,1302, Joe,Flacco,QB,bal,h,cle,15.58,5200
2,2017,1412, Russell,Wilson,QB,sea,h,sfo,15.32,6800
2,2017,1301, Matt,Ryan,QB,atl,h,gnb,14.88,7500
2,2017,1340, Matthew,Stafford,QB,det,a,nyg,14.18,5800
2,2017,1466, Marcus,Mariota,QB,ten,a,jac,14,6400
2,2017,1263, Jay,Cutler,QB,mia,a,lac,13.1,5400
2,2017,1442, Blake,Bortles,QB,jac,h,ten,12.82,4400
2,2017,1225, Eli,Manning,QB,nyg,h,det,12.56,5300
2,2017,1465, Jameis,Winston,QB,tam,h,chi,12.46,6300
2,2017,1490, Jared,Goff,QB,lar,h,was,12.06,5100
2,2017,1415, Kirk,Cousins,QB,was,a,lar,11.86,6100
2,2017,1378, Cam,Newton,QB,car,h,buf,11.82,6500
2,2017,1400, Tyrod,Taylor,QB,buf,a,car,10.5,5300
2,2017,1496, Jacoby,Brissett,QB,ind,h,ari,9.84,4500
2,2017,1403, Andy,Dalton,QB,cin,h,hou,9.46,5500
2,2017,1495, Kevin,Hogan,QB,cle,a,bal,8.22,4000
2,2017,1435, Case,Keenum,QB,min,a,pit,6.68,4500
2,2017,1517, DeShone,Kizer,QB,cle,a,bal,5.88,5100
2,2017,1336, Brian,Hoyer,QB,sfo,a,sea,2.96,4500
2,2017,5071, Joe,Webb,QB,buf,a,car,0,4000
2,2017,1242, Ryan,Fitzpatrick,QB,tam,h,chi,-0.2,4400
2,2017,2924, C.J.,Anderson,RB,den,h,dal,33.4,4700
2,2017,5392, Ty,Montgomery,RB,gnb,a,atl,29,5800
2,2017,2992, Todd,Gurley,RB,lar,h,was,27.6,6800
2,2017,5560, Kareem,Hunt,RB,kan,h,phi,25.9,6800
2,2017,2915, Chris,Thompson,RB,was,a,lar,25.6,3800
2,2017,2930, Devonta,Freeman,RB,atl,h,gnb,24,7300
2,2017,5370, Javorius,Allen,RB,bal,h,cle,21.1,4100
2,2017,2991, Melvin,Gordon,RB,lac,h,mia,20.8,7000
2,2017,2933, Carlos,Hyde,RB,sfo,a,sea,20.3,4900
2,2017,5490, Jalen,Richard,RB,oak,h,nyj,18.9,4000
2,2017,2954, James,White,RB,nwe,a,nor,17.6,4000
2,2017,2998, Jay,Ajayi,RB,mia,a,lac,17.6,6400
2,2017,5445, Derrick,Henry,RB,ten,a,jac,15.2,5500
2,2017,5534, Leonard,Fournette,RB,jac,h,ten,14.1,6500
2,2017,5564, Tarik,Cohen,RB,chi,a,tam,13.8,4100
2,2017,2890, Rex,Burkhead,RB,nwe,a,nor,13.4,3900
2,2017,2613, Matt,Forte,RB,nyj,a,oak,13.1,4200
2,2017,2888, Le'Veon,Bell,RB,pit,h,min,13.1,9800
2,2017,2894, Mike,Gillislee,RB,nwe,a,nor,12.9,5700
2,2017,2818, Jacquizz,Rodgers,RB,tam,h,chi,12.7,4400
2,2017,2929, Terrance,West,RB,bal,h,cle,12.5,5100
2,2017,2994, Tevin,Coleman,RB,atl,h,gnb,12.5,5300
2,2017,2552, Marshawn,Lynch,RB,oak,h,nyj,11.9,6000
2,2017,2859, Lamar,Miller,RB,hou,a,cin,11.7,5300
2,2017,2793, Mark,Ingram,RB,nor,h,nwe,11.6,4900
2,2017,5565, Chris,Carson,RB,sea,h,sfo,11,4100
2,2017,2997, Duke,Johnson,RB,cle,a,bal,11,3900
2,2017,2467, Frank,Gore,RB,ind,h,ari,10.6,4000
2,2017,2707, LeSean,McCoy,RB,buf,a,car,10.3,8600
2,2017,2484, Darren,Sproles,RB,phi,a,kan,8.8,3900
2,2017,2995, Ameer,Abdullah,RB,det,a,nyg,8.6,4100
2,2017,2830, Shane,Vereen,RB,nyg,h,det,8.5,4000
2,2017,5562, Alvin,Kamara,RB,nor,h,nwe,8.4,3500
2,2017,5536, Christian,McCaffrey,RB,car,h,buf,8.4,5600
2,2017,5559, Dalvin,Cook,RB,min,a,pit,8.4,5900
2,2017,2741, Chris,Ivory,RB,jac,h,ten,7.8,3600
2,2017,5493, Rob,Kelley,RB,was,a,lar,7.8,3900
2,2017,5538, Samaje,Perine,RB,was,a,lar,7.7,3800
2,2017,2907, Theo,Riddick,RB,det,a,nyg,6.7,4500
2,2017,5449, DeAndre,Washington,RB,oak,h,nyj,6.5,4000
2,2017,5413, Jalston,Fowler,RB,ten,a,jac,6.3,3000
2,2017,5444, Ezekiel,Elliott,RB,dal,a,den,6.2,7800
2,2017,2629, Jamaal,Charles,RB,den,h,dal,6.2,4200
2,2017,5581, C.J.,Ham,RB,min,a,pit,6.1,3000
2,2017,2935, Jerick,McKinnon,RB,min,a,pit,5.5,3200
2,2017,2892, Andre,Ellington,RB,ari,a,ind,5.3,4000
2,2017,5448, C.J.,Prosise,RB,sea,h,sfo,5.2,3900
2,2017,5535, Joe,Mixon,RB,cin,h,hou,5.1,5000
2,2017,5567, Matt,Breida,RB,sfo,a,sea,4.8,3800
2,2017,5507, Peyton,Barber,RB,tam,h,chi,4.7,3000
2,2017,2889, Giovani,Bernard,RB,cin,h,hou,4.6,4000
2,2017,5544, Elijah,McGuire,RB,nyj,a,oak,4.6,3500
2,2017,5470, Tyler,Ervin,RB,hou,a,cin,4.6,3000
2,2017,2645, Chris,Johnson,RB,ari,a,ind,4.4,0
2,2017,5472, Paul,Perkins,RB,nyg,h,det,4.2,3800
2,2017,5539, D'Onta,Foreman,RB,hou,a,cin,4,4100
2,2017,2612, Jonathan,Stewart,RB,car,h,buf,4,4400
2,2017,2831, DeMarco,Murray,RB,ten,a,jac,3.8,6300
2,2017,2969, Isaiah,Crowell,RB,cle,a,bal,3.7,4900
2,2017,2816, Dion,Lewis,RB,nwe,a,nor,3.5,3400
2,2017,5450, Alex,Collins,RB,bal,h,cle,3.2,0
2,2017,2982, Branden,Oliver,RB,lac,h,mia,3.1,4000
2,2017,2976, Orleans,Darkwa,RB,nyg,h,det,3,3400
2,2017,2928, Jeremy,Hill,RB,cin,h,hou,2.9,3900
2,2017,2867, Robert,Turbin,RB,ind,h,ari,2.9,4000
2,2017,2553, Adrian,Peterson,RB,nor,h,nwe,2.6,4700
2,2017,2918, Kerwynn,Williams,RB,ari,a,ind,2.2,4800
2,2017,5541, Jamaal,Williams,RB,gnb,a,atl,2.1,4400
2,2017,2931, Charles,Sims,RB,tam,h,chi,1.9,3900
2,2017,5548, Marlon,Mack,RB,ind,h,ari,1.8,3800
2,2017,2959, David,Fluellen,RB,ten,a,jac,1.8,3000
2,2017,2647, Mike,Tolbert,RB,buf,a,car,1.7,3800
2,2017,2825, James,Develin,RB,nwe,a,nor,1.6,3000
2,2017,2819, Bilal,Powell,RB,nyj,a,oak,1.3,5000
2,2017,5405, Corey,Grant,RB,jac,h,ten,1.3,3000
2,2017,5406, Aaron,Ripkowski,RB,gnb,a,atl,1.2,3000
2,2017,5473, Wendell,Smallwood,RB,phi,a,kan,1.1,3800
2,2017,2721, LeGarrette,Blount,RB,phi,a,kan,1,4400
2,2017,5483, Dwayne,Washington,RB,det,a,nyg,0.9,3800
2,2017,5537, James,Conner,RB,pit,h,min,0.9,4500
2,2017,3191, Rod,Smith,RB,dal,a,den,0.8,3300
2,2017,5447, Jordan,Howard,RB,chi,a,tam,0.7,5900
2,2017,2899, Latavius,Murray,RB,min,a,pit,0.6,4100
2,2017,5441, Malcolm,Brown,RB,lar,h,was,0.6,3900
2,2017,5402, Thomas,Rawls,RB,sea,h,sfo,0.4,4600
2,2017,5374, Terrell,Watson,RB,pit,h,min,0.1,3000
2,2017,5543, Aaron,Jones,RB,gnb,a,atl,0,3700
2,2017,5414, Raheem,Mostert,RB,sfo,a,sea,0,3000
2,2017,5415, Michael,Burton,RB,chi,a,tam,0,3000
2,2017,2549, John,Kuhn,RB,nor,h,nwe,0,3000
2,2017,2957, Damien,Williams,RB,mia,a,lac,0,3800
2,2017,5375, Terron,Ward,RB,atl,h,gnb,0,3000
2,2017,2840, Jordan,Todman,RB,hou,a,cin,0,3000
2,2017,5566, Matthew,Dayes,RB,cle,a,bal,0,3000
2,2017,5573, Trey,Edmunds,RB,nor,h,nwe,0,3000
2,2017,2974, Senorise,Perry,RB,mia,a,lac,0,3000
2,2017,2987, Charcandrick,West,RB,kan,h,phi,0,4000
2,2017,2910, Tommy,Bohanon,RB,jac,h,ten,0,3000
2,2017,2822, Anthony,Sherman,RB,kan,h,phi,0,3000
2,2017,2874, Brandon,Bolden,RB,nwe,a,nor,0,3000
2,2017,5504, Derek,Watt,RB,lac,h,mia,0,3000
2,2017,5492, Keith,Smith,RB,dal,a,den,0,3000
2,2017,5403, Roosevelt,Nix,RB,pit,h,min,0,3000
2,2017,5561, De'Angelo,Henderson,RB,den,h,dal,0,3600
2,2017,2820, Taiwan,Jones,RB,buf,a,car,0,3000
2,2017,2805, Patrick,DiMarco,RB,buf,a,car,0,3000
2,2017,2909, Derrick,Coleman,RB,atl,h,gnb,0,3000
2,2017,2916, Fozzy,Whittaker,RB,car,h,buf,0,3100
2,2017,5482, Andy,Janovich,RB,den,h,dal,0,3000
2,2017,2908, Kyle,Juszczyk,RB,sfo,a,sea,0,3000
2,2017,5575, Austin,Ekeler,RB,lac,h,mia,0,3000
2,2017,2980, Jay,Prosch,RB,hou,a,cin,0,3000
2,2017,5517, Dan,Vitale,RB,cle,a,bal,0,3000
2,2017,5446, Kenyan,Drake,RB,mia,a,lac,-0.3,4000
2,2017,3872, Michael,Crabtree,WR,oak,h,nyj,32,7100
2,2017,5409, J.J.,Nelson,WR,ari,a,ind,26,3800
2,2017,3983, Emmanuel,Sanders,WR,den,h,dal,24.2,5200
2,2017,5263, Davante,Adams,WR,gnb,a,atl,23.9,5600
2,2017,5186, Jermaine,Kearse,WR,nyj,a,oak,22.4,3900
2,2017,5253, Mike,Evans,WR,tam,h,chi,22.3,7700
2,2017,5153, Alshon,Jeffery,WR,phi,a,kan,22.2,5700
2,2017,5198, Keenan,Allen,WR,lac,h,mia,22,5800
2,2017,5341, Allen,Hurns,WR,jac,h,ten,20.2,3900
2,2017,5335, Jarvis,Landry,WR,mia,a,lac,20.1,5500
2,2017,3891, Dez,Bryant,WR,dal,a,den,18.9,6600
2,2017,5167, Chris,Hogan,WR,nwe,a,nor,18.8,5600
2,2017,5089, Julio,Jones,WR,atl,h,gnb,18.8,9200
2,2017,5367, Martavis,Bryant,WR,pit,h,min,18.8,5500
2,2017,5326, Brandon,Coleman,WR,nor,h,nwe,18.2,3300
2,2017,5475, Rashard,Higgins,WR,cle,a,bal,16.9,0
2,2017,5160, Deonte,Thompson,WR,chi,a,tam,15.7,3000
2,2017,5256, Marqise,Lee,WR,jac,h,ten,14.6,3800
2,2017,5206, DeAndre,Hopkins,WR,hou,a,cin,14.3,5800
2,2017,5162, Kendall,Wright,WR,chi,a,tam,13.9,3900
2,2017,5459, Michael,Thomas,WR,nor,h,nwe,13.9,7500
2,2017,5257, Kelvin,Benjamin,WR,car,h,buf,13.7,5600
2,2017,5159, Mohamed,Sanu,WR,atl,h,gnb,13.5,4500
2,2017,5208, Cordarrelle,Patterson,WR,oak,h,nyj,13.3,3000
2,2017,3830, Jeremy,Maclin,WR,bal,h,cle,13.1,5000
2,2017,3997, Demaryius,Thomas,WR,den,h,dal,13.1,5900
2,2017,5125, Randall,Cobb,WR,gnb,a,atl,13,5900
2,2017,5380, DeVante,Parker,WR,mia,a,lac,12.5,5400
2,2017,5386, Tyler,Lockett,WR,sea,h,sfo,12.4,4000
2,2017,5091, A.J.,Green,WR,cin,h,hou,11.7,7800
2,2017,5212, Kenny,Stills,WR,mia,a,lac,11.7,3900
2,2017,5229, Jaron,Brown,WR,ari,a,ind,11.3,3200
2,2017,3474, Antonio,Brown,WR,pit,h,min,11.2,9400
2,2017,5381, Devin,Funchess,WR,car,h,buf,10.8,3900
2,2017,5553, JuJu,Smith-Schuster,WR,pit,h,min,10.6,3000
2,2017,5113, Torrey,Smith,WR,phi,a,kan,10.6,3600
2,2017,5384, Phillip,Dorsett,WR,nwe,a,nor,10.5,3900
2,2017,5480, Alex,Erickson,WR,cin,h,hou,10.4,3000
2,2017,5136, Doug,Baldwin,WR,sea,h,sfo,10.4,6700
2,2017,5260, Paul,Richardson,WR,sea,h,sfo,9.9,4200
2,2017,5168, Marvin,Jones,WR,det,a,nyg,9.7,4200
2,2017,5385, Chris,Conley,WR,kan,h,phi,9.5,3200
2,2017,5432, Tyrell,Williams,WR,lac,h,mia,9.4,4700
2,2017,5191, Josh,Bellamy,WR,chi,a,tam,9.1,3000
2,2017,5485, Tyreek,Hill,WR,kan,h,phi,8.9,6200
2,2017,5151, T.Y.,Hilton,WR,ind,h,ari,8.9,5300
2,2017,5410, Jamison,Crowder,WR,was,a,lar,8.7,4900
2,2017,5333, Adam,Thielen,WR,min,a,pit,8.4,5000
2,2017,5478, Eli,Rogers,WR,pit,h,min,8.3,3600
2,2017,2580, Ryan,Grant,WR,was,a,lar,8.1,3500
2,2017,5378, Nelson,Agholor,WR,phi,a,kan,7.9,4400
2,2017,5323, Odell,Beckham Jr.,WR,nyg,h,det,7.6,8000
2,2017,5376, Amari,Cooper,WR,oak,h,nyj,7.3,8100
2,2017,5163, Cole,Beasley,WR,dal,a,den,7.3,4300
2,2017,5182, Rishard,Matthews,WR,ten,a,jac,7.3,4600
2,2017,3946, Brandon,LaFell,WR,cin,h,hou,7,3700
2,2017,3770, DeSean,Jackson,WR,tam,h,chi,6.9,4900
2,2017,5555, Taywan,Taylor,WR,ten,a,jac,6.8,3600
2,2017,3995, Golden,Tate,WR,det,a,nyg,6.5,6800
2,2017,5255, Brandin,Cooks,WR,nwe,a,nor,6.3,8200
2,2017,5453, Laquon,Treadwell,WR,min,a,pit,6.3,3300
2,2017,5552, Cooper,Kupp,WR,lar,h,was,6.3,4100
2,2017,5578, Mack,Hollins,WR,phi,a,kan,6.2,3000
2,2017,3902, Eric,Decker,WR,ten,a,jac,6.2,4400
2,2017,5275, Kamar,Aiken,WR,ind,h,ari,6.1,3000
2,2017,5254, Jordan,Matthews,WR,buf,a,car,6,3900
2,2017,5216, Terrance,Williams,WR,dal,a,den,5.7,3600
2,2017,5205, Marquise,Goodwin,WR,sfo,a,sea,5.6,3500
2,2017,3754, Pierre,Garcon,WR,sfo,a,sea,5.6,4900
2,2017,3670, Ted,Ginn Jr.,WR,nor,h,nwe,5.4,4800
2,2017,5511, Geronimo,Allison,WR,gnb,a,atl,5.4,3000
2,2017,1407, Terrelle,Pryor,WR,was,a,lar,5.1,6000
2,2017,3501, Larry,Fitzgerald,WR,ari,a,ind,5.1,6500
2,2017,5424, Stefon,Diggs,WR,min,a,pit,5.1,6100
2,2017,5252, Sammy,Watkins,WR,lar,h,was,5,5200
2,2017,5456, Sterling,Shepard,WR,nyg,h,det,5,4700
2,2017,5502, Robby,Anderson,WR,nyj,a,oak,4.8,3400
2,2017,5577, Tanner,Gentry,WR,chi,a,tam,4.7,0
2,2017,5481, Ricardo,Louis,WR,cle,a,bal,4.7,3000
2,2017,5339, Albert,Wilson,WR,kan,h,phi,4.6,3300
2,2017,5111, Jeremy,Kerley,WR,nyj,a,oak,4.4,3600
2,2017,5268, Cody,Latimer,WR,den,h,dal,4.2,3000
2,2017,5361, Taylor,Gabriel,WR,atl,h,gnb,4.1,4000
2,2017,5239, Brittan,Golden,WR,ari,a,ind,3.9,3000
2,2017,5557, Zay,Jones,WR,buf,a,car,3.8,3500
2,2017,5344, Donte,Moncrief,WR,ind,h,ari,3.8,4000
2,2017,5412, Adam,Humphries,WR,tam,h,chi,3.8,3600
2,2017,5177, Andre,Holmes,WR,buf,a,car,3.8,3000
2,2017,5582, Josh,Reynolds,WR,lar,h,was,3.8,3000
2,2017,5508, Roger,Lewis,WR,nyg,h,det,3.3,3300
2,2017,5570, Keelan,Cole,WR,jac,h,ten,3.3,3000
2,2017,5476, Braxton,Miller,WR,hou,a,cin,3,3400
2,2017,5387, Justin,Hardy,WR,atl,h,gnb,2.9,3000
2,2017,5219, Brice,Butler,WR,dal,a,den,2.8,3000
2,2017,3627, Brandon,Marshall,WR,nyg,h,det,2.7,5000
2,2017,5556, Curtis,Samuel,WR,car,h,buf,2.7,3200
2,2017,5571, Trent,Taylor,WR,sfo,a,sea,2.6,3000
2,2017,5496, Tommylee,Lewis,WR,nor,h,nwe,2.6,3000
2,2017,5572, Amara,Darboh,WR,sea,h,sfo,2.6,3000
2,2017,5580, Chad,Williams,WR,ari,a,ind,2.5,3000
2,2017,5173, Travis,Benjamin,WR,lac,h,mia,2.1,3500
2,2017,5188, Jarius,Wright,WR,min,a,pit,1.9,3000
2,2017,5452, Corey,Coleman,WR,cle,a,bal,1.9,4700
2,2017,5498, Trevor,Davis,WR,gnb,a,atl,1.9,3000
2,2017,5353, Bennie,Fowler,WR,den,h,dal,1.8,3000
2,2017,5554, Kenny,Golladay,WR,det,a,nyg,1.8,4000
2,2017,5217, Robert,Woods,WR,lar,h,was,1.8,3400
2,2017,5199, Tavon,Austin,WR,lar,h,was,1.8,3500
2,2017,3809, Mike,Wallace,WR,bal,h,cle,1.7,3900
2,2017,5223, Russell,Shepard,WR,car,h,buf,1.6,3500
2,2017,5550, Corey,Davis,WR,ten,a,jac,1.4,4100
2,2017,5506, Charone,Peake,WR,nyj,a,oak,1.3,3000
2,2017,3824, Kenny,Britt,WR,cle,a,bal,1.2,4000
2,2017,5277, Michael,Campanaro,WR,bal,h,cle,0.5,3000
2,2017,5558, John,Ross,WR,cin,h,hou,0.2,3300
2,2017,5157, Brian,Quick,WR,was,a,lar,0,3000
2,2017,5408, Seth,Roberts,WR,oak,h,nyj,0,3400
2,2017,3848, Darrius,Heyward-Bey,WR,pit,h,min,0,3000
2,2017,5531, Damiere,Byrd,WR,car,h,buf,0,3000
2,2017,3732, Eric,Weems,WR,ten,a,jac,0,3000
2,2017,5462, Pharoh,Cooper,WR,lar,h,was,0,3000
2,2017,5411, Vince,Mayle,WR,bal,h,cle,0,3000
2,2017,2958, De'Anthony,Thomas,WR,kan,h,phi,0,3000
2,2017,5515, Demarcus,Robinson,WR,kan,h,phi,0,3000
2,2017,5579, Chris,Godwin,WR,tam,h,chi,0,3000
2,2017,5383, Jaelen,Strong,WR,jac,h,ten,0,3500
2,2017,3885, Arrelious,Benn,WR,jac,h,ten,0,3000
2,2017,5394, Tre,McBride,WR,chi,a,tam,0,3000
2,2017,5430, Kaelin,Clay,WR,buf,a,car,0,3000
2,2017,5351, Jeff,Janis,WR,gnb,a,atl,0,3300
2,2017,5368, Chris,Matthews,WR,bal,h,cle,0,3000
2,2017,3978, Andre,Roberts,WR,atl,h,gnb,0,3000
2,2017,5551, ArDarius,Stewart,WR,nyj,a,oak,0,3200
2,2017,5097, Dontrelle,Inman,WR,lac,h,mia,0,3400
2,2017,5388, Sammie,Coates,WR,cle,a,bal,0,3300
2,2017,5576, Victor,Bolden,WR,sfo,a,sea,0,3000
2,2017,5283, Bernard,Reedy,WR,tam,h,chi,0,3000
2,2017,5379, Breshad,Perriman,WR,bal,h,cle,0,3100
2,2017,5460, Josh,Doctson,WR,was,a,lar,0,3500
2,2017,5491, Johnny,Holton,WR,oak,h,nyj,0,3000
2,2017,5518, Cody,Core,WR,cin,h,hou,0,3000
2,2017,3751, Jordy,Nelson,WR,gnb,a,atl,0,7900
2,2017,5474, Leonte,Carroo,WR,mia,a,lac,0,3000
2,2017,5134, Aldrick,Robinson,WR,sfo,a,sea,0,3000
2,2017,5574, Isaiah,McKenzie,WR,den,h,dal,0,3000
2,2017,5429, Quan,Bray,WR,ind,h,ari,0,3000
2,2017,5486, Jakeem,Grant,WR,mia,a,lac,0,3000
2,2017,5569, Ryan,Switzer,WR,dal,a,den,0,3000
2,2017,5130, Dwayne,Harris,WR,nyg,h,det,0,3000
2,2017,5505, Tanner,McEvoy,WR,sea,h,sfo,0,3000
2,2017,5520, Kalif,Raymond,WR,nyj,a,oak,-1,3000
2,2017,4582, Travis,Kelce,TE,kan,h,phi,27.3,5100
2,2017,4494, Rob,Gronkowski,TE,nwe,a,nor,26.6,6900
2,2017,4262, Jason,Witten,TE,dal,a,den,25.7,3400
2,2017,4292, Ben,Watson,TE,bal,h,cle,17.1,2600
2,2017,4360, Delanie,Walker,TE,ten,a,jac,16.2,4700
2,2017,4594, Jack,Doyle,TE,ind,h,ari,15.9,2900
2,2017,4601, Eric,Ebron,TE,det,a,nyg,15.2,3000
2,2017,4675, Hunter,Henry,TE,lac,h,mia,15,3600
2,2017,4701, Evan,Engram,TE,nyg,h,det,14.9,3200
2,2017,4569, Zach,Ertz,TE,phi,a,kan,14.7,5300
2,2017,4705, Gerald,Everett,TE,lar,h,was,12.5,2500
2,2017,4552, Coby,Fleener,TE,nor,h,nwe,12.3,3100
2,2017,4702, David,Njoku,TE,cle,a,bal,11.7,2500
2,2017,4706, Jonnu,Smith,TE,ten,a,jac,11,2500
2,2017,4573, Jordan,Reed,TE,was,a,lar,10.8,5200
2,2017,4461, Zach,Miller,TE,chi,a,tam,10.2,2900
2,2017,4407, Martellus,Bennett,TE,gnb,a,atl,9.7,3900
2,2017,4270, Antonio,Gates,TE,lac,h,mia,9.1,3000
2,2017,4542, Virgil,Green,TE,den,h,dal,9.1,2700
2,2017,4537, Kyle,Rudolph,TE,min,a,pit,8.5,4200
2,2017,4690, Seth,DeValve,TE,cle,a,bal,8.1,2500
2,2017,4568, Tyler,Eifert,TE,cin,h,hou,7.2,4300
2,2017,4653, Jesse,James,TE,pit,h,min,6.7,3200
2,2017,4437, Jared,Cook,TE,oak,h,nyj,6.5,3300
2,2017,4650, Maxx,Williams,TE,bal,h,cle,6.3,2500
2,2017,4586, Josh,Hill,TE,nor,h,nwe,5.9,2500
2,2017,4662, Ifeanyi,Momah,TE,ari,a,ind,5.6,2500
2,2017,4534, Julius,Thomas,TE,mia,a,lac,5.6,2800
2,2017,4578, Luke,Willson,TE,sea,h,sfo,5.5,2500
2,2017,4543, Charles,Clay,TE,buf,a,car,5.3,3000
2,2017,4686, Jerell,Adams,TE,nyg,h,det,4.8,2500
2,2017,4482, Ed,Dickson,TE,car,h,buf,4.6,2500
2,2017,4648, Cameron,Brate,TE,tam,h,chi,4.4,3000
2,2017,4629, Richard,Rodgers,TE,gnb,a,atl,4.2,2700
2,2017,4554, Rhett,Ellison,TE,nyg,h,det,4.1,2500
2,2017,4703, George,Kittle,TE,sfo,a,sea,3.3,2500
2,2017,4685, Randall,Telfer,TE,cle,a,bal,3,2500
2,2017,4590, Brandon,Williams,TE,ind,h,ari,3,2500
2,2017,4700, O.J.,Howard,TE,tam,h,chi,2.7,2900
2,2017,4677, Austin,Hooper,TE,atl,h,gnb,2.7,3500
2,2017,4605, Troy,Niklas,TE,ari,a,ind,2.6,2500
2,2017,4676, Jeff,Heuerman,TE,den,h,dal,2.5,2500
2,2017,4323, Vernon,Davis,TE,was,a,lar,2.3,3000
2,2017,4618, Trey,Burton,TE,phi,a,kan,2,2500
2,2017,4588, Sean,McGrath,TE,lac,h,mia,2,2500
2,2017,4368, Greg,Olsen,TE,car,h,buf,2,5500
2,2017,4599, Derek,Carrier,TE,lar,h,was,1.9,2500
2,2017,4535, Lee,Smith,TE,oak,h,nyj,1.9,2500
2,2017,4660, Nick,Boyle,TE,bal,h,cle,1.9,2500
2,2017,4684, Neal,Sterling,TE,nyj,a,oak,1.8,2500
2,2017,4651, Clive,Walford,TE,oak,h,nyj,1.7,2500
2,2017,4564, Garrett,Celek,TE,sfo,a,sea,1.6,2500
2,2017,4682, Alan,Cross,TE,tam,h,chi,1.6,2500
2,2017,4707, Jacob,Hollister,TE,nwe,a,nor,1.5,2500
2,2017,4670, Will,Tye,TE,nyj,a,oak,1.4,2600
2,2017,4609, Darren,Fells,TE,det,a,nyg,1.3,2500
2,2017,4492, Jimmy,Graham,TE,sea,h,sfo,1.1,4900
2,2017,4391, Clark,Harris,TE,cin,h,hou,0,2500
2,2017,4680, Tyler,Higbee,TE,lar,h,was,0,2600
2,2017,4576, Dion,Sims,TE,chi,a,tam,0,2500
2,2017,4513, Logan,Paulsen,TE,sfo,a,sea,0,2500
2,2017,4697, Chris,Manhertz,TE,car,h,buf,0,2500
2,2017,1463, Logan,Thomas,TE,buf,a,car,0,2500
2,2017,4324, Marcedes,Lewis,TE,jac,h,ten,0,2500
2,2017,4692, A.J.,Derby,TE,den,h,dal,0,2600
2,2017,4681, Ross,Travis,TE,kan,h,phi,0,2500
2,2017,4664, James,O'Shaughnessy,TE,jac,h,ten,0,2500
2,2017,4637, Phillip,Supernaw,TE,ten,a,jac,0,2500
2,2017,4661, Nick,O'Leary,TE,buf,a,car,0,2500
2,2017,4668, Geoff,Swaim,TE,dal,a,den,0,2500
2,2017,5110, Niles,Paul,TE,was,a,lar,0,2500
2,2017,4642, Demetrius,Harris,TE,kan,h,phi,0,2600
2,2017,4604, Xavier,Grimble,TE,pit,h,min,0,2500
2,2017,4538, Lance,Kendricks,TE,gnb,a,atl,0,2500
2,2017,4327, Anthony,Fasano,TE,mia,a,lac,0,2500
2,2017,4689, Ben,Koyack,TE,jac,h,ten,0,2500
2,2017,4652, Tyler,Kroft,TE,cin,h,hou,0,2500
2,2017,4551, Dwayne,Allen,TE,nwe,a,nor,0,2500
2,2017,4666, Blake,Bell,TE,min,a,pit,0,2500
2,2017,2978, Ryan,Hewitt,TE,cin,h,hou,0,2500
2,2017,4363, Brent,Celek,TE,phi,a,kan,0,2500
2,2017,4577, Levine,Toilolo,TE,atl,h,gnb,0,2500
2,2017,4688, Nick,Vannett,TE,sea,h,sfo,0,2500
2,2017,4532, Luke,Stocker,TE,tam,h,chi,0,2500
2,2017,5436, Daniel,Brown,TE,chi,a,tam,0,2500
2,2017,4694, David,Morgan,TE,min,a,pit,0,2500
2,2017,4595, Marqueis,Gray,TE,mia,a,lac,0,2500
2,2017,4553, James,Hanna,TE,dal,a,den,0,2500
2,2017,7029,,Tampa Bay,Def,tam,h,chi,19,3200
2,2017,7011,,Detroit,Def,det,a,nyg,17,3300
2,2017,7003,,Baltimore,Def,bal,h,cle,17,3700
2,2017,7010,,Denver,Def,den,h,dal,13,3400
2,2017,7002,,Atlanta,Def,atl,h,gnb,13,2500
2,2017,7015,,Kansas City,Def,kan,h,phi,11,2900
2,2017,7004,,Buffalo,Def,buf,a,car,10,2700
2,2017,7005,,Carolina,Def,car,h,buf,10,3600
2,2017,7001,,Arizona,Def,ari,a,ind,10,4100
2,2017,7022,,Oakland,Def,oak,h,nyj,9,3500
2,2017,7032,,Houston,Def,hou,a,cin,9,3100
2,2017,7030,,Tennessee,Def,ten,a,jac,9,3300
2,2017,7028,,Seattle,Def,sea,h,sfo,8,4000
2,2017,7024,,Pittsburgh,Def,pit,h,min,8,3000
2,2017,7007,,Cincinnati,Def,cin,h,hou,7,3900
